	Anon Student Id	Session Id	Time	Level (Unit)	Problem Name	Problem Start Time	Outcome	KC (Binary-Node)	KC Category (Binary-Node)	Step Name
4357	-S00138	1	2019-02-24T02:47:47	439.0	13	2019-02-24T02:47:47	CORRECT	KC2		KC2
4357	-S00138	1	2019-02-24T02:47:47	439.0	13	2019-02-24T02:47:47	INCORRECT	KC3		KC3
4359	-S00133	1	2019-02-24T02:48:23	439.0	235	2019-02-24T02:48:23	CORRECT	KC1		KC1
4359	-S00133	1	2019-02-24T02:48:23	439.0	235	2019-02-24T02:48:23	CORRECT	KC2		KC2
4359	-S00133	1	2019-02-24T02:48:23	439.0	235	2019-02-24T02:48:23	INCORRECT	KC3		KC3
4366	-S00133	1	2019-02-24T02:51:40	439.0	234	2019-02-24T02:51:40	CORRECT	KC1		KC1
4366	-S00133	1	2019-02-24T02:51:40	439.0	234	2019-02-24T02:51:40	CORRECT	KC2		KC2
4366	-S00133	1	2019-02-24T02:51:40	439.0	234	2019-02-24T02:51:40	INCORRECT	KC3		KC3
4367	-S00133	1	2019-02-24T02:53:31	439.0	236	2019-02-24T02:53:31	CORRECT	KC1		KC1
4367	-S00133	1	2019-02-24T02:53:31	439.0	236	2019-02-24T02:53:31	CORRECT	KC2		KC2
4367	-S00133	1	2019-02-24T02:53:31	439.0	236	2019-02-24T02:53:31	INCORRECT	KC3		KC3
4368	-S00124	1	2019-02-24T02:54:44	439.0	233	2019-02-24T02:54:44	CORRECT	KC1		KC1
4368	-S00124	1	2019-02-24T02:54:44	439.0	233	2019-02-24T02:54:44	CORRECT	KC2		KC2
4368	-S00124	1	2019-02-24T02:54:44	439.0	233	2019-02-24T02:54:44	INCORRECT	KC3		KC3
4373	-S00133	1	2019-02-24T02:55:42	439.0	5	2019-02-24T02:55:42	CORRECT	KC1		KC1
4373	-S00133	1	2019-02-24T02:55:42	439.0	5	2019-02-24T02:55:42	CORRECT	KC2		KC2
4373	-S00133	1	2019-02-24T02:55:42	439.0	5	2019-02-24T02:55:42	INCORRECT	KC3		KC3
4381	-S00132	1	2019-02-24T03:00:17	439.0	12	2019-02-24T03:00:17	CORRECT	KC1		KC1
4381	-S00132	1	2019-02-24T03:00:17	439.0	12	2019-02-24T03:00:17	CORRECT	KC2		KC2
4381	-S00132	1	2019-02-24T03:00:17	439.0	12	2019-02-24T03:00:17	INCORRECT	KC3		KC3
4382	-S00124	1	2019-02-24T03:01:39	439.0	1	2019-02-24T03:01:39	CORRECT	KC1		KC1
4382	-S00124	1	2019-02-24T03:01:39	439.0	1	2019-02-24T03:01:39	CORRECT	KC2		KC2
4382	-S00124	1	2019-02-24T03:01:39	439.0	1	2019-02-24T03:01:39	INCORRECT	KC3		KC3
4385	-S00119	1	2019-02-24T03:06:35	439.0	233	2019-02-24T03:06:35	CORRECT	KC1		KC1
4385	-S00119	1	2019-02-24T03:06:35	439.0	233	2019-02-24T03:06:35	CORRECT	KC2		KC2
4385	-S00119	1	2019-02-24T03:06:35	439.0	233	2019-02-24T03:06:35	INCORRECT	KC3		KC3
4386	-S00138	1	2019-02-24T03:08:22	439.0	232	2019-02-24T03:08:22	CORRECT	KC1		KC1
4386	-S00138	1	2019-02-24T03:08:22	439.0	232	2019-02-24T03:08:22	CORRECT	KC2		KC2
4386	-S00138	1	2019-02-24T03:08:22	439.0	232	2019-02-24T03:08:22	INCORRECT	KC3		KC3
4388	-S00124	1	2019-02-24T03:09:53	439.0	3	2019-02-24T03:09:53	CORRECT	KC1		KC1
4388	-S00124	1	2019-02-24T03:09:53	439.0	3	2019-02-24T03:09:53	CORRECT	KC2		KC2
4388	-S00124	1	2019-02-24T03:09:53	439.0	3	2019-02-24T03:09:53	INCORRECT	KC3		KC3
4394	-S00111	1	2019-02-24T03:15:43	439.0	236	2019-02-24T03:15:43	CORRECT	KC1		KC1
4394	-S00111	1	2019-02-24T03:15:43	439.0	236	2019-02-24T03:15:43	CORRECT	KC2		KC2
4394	-S00111	1	2019-02-24T03:15:43	439.0	236	2019-02-24T03:15:43	INCORRECT	KC3		KC3
4395	-S00124	1	2019-02-24T03:16:10	439.0	12	2019-02-24T03:16:10	CORRECT	KC1		KC1
4395	-S00124	1	2019-02-24T03:16:10	439.0	12	2019-02-24T03:16:10	CORRECT	KC2		KC2
4395	-S00124	1	2019-02-24T03:16:10	439.0	12	2019-02-24T03:16:10	INCORRECT	KC3		KC3
4399	-S00127	1	2019-02-24T03:18:01	439.0	3	2019-02-24T03:18:01	CORRECT	KC1		KC1
4399	-S00127	1	2019-02-24T03:18:01	439.0	3	2019-02-24T03:18:01	CORRECT	KC2		KC2
4399	-S00127	1	2019-02-24T03:18:01	439.0	3	2019-02-24T03:18:01	INCORRECT	KC3		KC3
4400	-S00111	1	2019-02-24T03:19:13	439.0	5	2019-02-24T03:19:13	CORRECT	KC1		KC1
4400	-S00111	1	2019-02-24T03:19:13	439.0	5	2019-02-24T03:19:13	CORRECT	KC2		KC2
4400	-S00111	1	2019-02-24T03:19:13	439.0	5	2019-02-24T03:19:13	INCORRECT	KC3		KC3
4408	-S00138	1	2019-02-24T03:21:58	439.0	235	2019-02-24T03:21:58	CORRECT	KC1		KC1
4408	-S00138	1	2019-02-24T03:21:58	439.0	235	2019-02-24T03:21:58	CORRECT	KC2		KC2
4408	-S00138	1	2019-02-24T03:21:58	439.0	235	2019-02-24T03:21:58	INCORRECT	KC3		KC3
4410	-S00111	1	2019-02-24T03:23:27	439.0	233	2019-02-24T03:23:27	CORRECT	KC1		KC1
4410	-S00111	1	2019-02-24T03:23:27	439.0	233	2019-02-24T03:23:27	CORRECT	KC2		KC2
4410	-S00111	1	2019-02-24T03:23:27	439.0	233	2019-02-24T03:23:27	INCORRECT	KC3		KC3
4419	-S00111	1	2019-02-24T03:26:04	439.0	1	2019-02-24T03:26:04	CORRECT	KC1		KC1
4419	-S00111	1	2019-02-24T03:26:04	439.0	1	2019-02-24T03:26:04	CORRECT	KC2		KC2
4419	-S00111	1	2019-02-24T03:26:04	439.0	1	2019-02-24T03:26:04	INCORRECT	KC3		KC3
4420	-S00139	1	2019-02-24T03:27:19	439.0	13	2019-02-24T03:27:19	CORRECT	KC1		KC1
4420	-S00139	1	2019-02-24T03:27:19	439.0	13	2019-02-24T03:27:19	CORRECT	KC2		KC2
4420	-S00139	1	2019-02-24T03:27:19	439.0	13	2019-02-24T03:27:19	INCORRECT	KC3		KC3
4424	-S00111	1	2019-02-24T03:28:34	439.0	3	2019-02-24T03:28:34	CORRECT	KC1		KC1
4424	-S00111	1	2019-02-24T03:28:34	439.0	3	2019-02-24T03:28:34	CORRECT	KC2		KC2
4424	-S00111	1	2019-02-24T03:28:34	439.0	3	2019-02-24T03:28:34	INCORRECT	KC3		KC3
4426	-S00138	1	2019-02-24T03:29:27	439.0	234	2019-02-24T03:29:27	CORRECT	KC1		KC1
4426	-S00138	1	2019-02-24T03:29:27	439.0	234	2019-02-24T03:29:27	CORRECT	KC2		KC2
4426	-S00138	1	2019-02-24T03:29:27	439.0	234	2019-02-24T03:29:27	INCORRECT	KC3		KC3
4433	-S00111	1	2019-02-24T03:31:46	439.0	12	2019-02-24T03:31:46	CORRECT	KC1		KC1
4433	-S00111	1	2019-02-24T03:31:46	439.0	12	2019-02-24T03:31:46	CORRECT	KC2		KC2
4433	-S00111	1	2019-02-24T03:31:46	439.0	12	2019-02-24T03:31:46	INCORRECT	KC3		KC3
4443	-S00140	1	2019-02-24T03:36:53	439.0	13	2019-02-24T03:36:53	CORRECT	KC1		KC1
4443	-S00140	1	2019-02-24T03:36:53	439.0	13	2019-02-24T03:36:53	CORRECT	KC2		KC2
4443	-S00140	1	2019-02-24T03:36:53	439.0	13	2019-02-24T03:36:53	INCORRECT	KC3		KC3
4445	-S00111	1	2019-02-24T03:37:39	439.0	232	2019-02-24T03:37:39	CORRECT	KC1		KC1
4445	-S00111	1	2019-02-24T03:37:39	439.0	232	2019-02-24T03:37:39	CORRECT	KC2		KC2
4445	-S00111	1	2019-02-24T03:37:39	439.0	232	2019-02-24T03:37:39	INCORRECT	KC3		KC3
4453	-S00141	1	2019-02-24T03:39:23	439.0	13	2019-02-24T03:39:23	CORRECT	KC1		KC1
4453	-S00141	1	2019-02-24T03:39:23	439.0	13	2019-02-24T03:39:23	CORRECT	KC2		KC2
4453	-S00141	1	2019-02-24T03:39:23	439.0	13	2019-02-24T03:39:23	INCORRECT	KC3		KC3
4456	-S00127	1	2019-02-24T03:40:39	439.0	12	2019-02-24T03:40:39	CORRECT	KC1		KC1
4456	-S00127	1	2019-02-24T03:40:39	439.0	12	2019-02-24T03:40:39	CORRECT	KC2		KC2
4456	-S00127	1	2019-02-24T03:40:39	439.0	12	2019-02-24T03:40:39	INCORRECT	KC3		KC3
4465	-S00138	1	2019-02-24T03:44:56	439.0	236	2019-02-24T03:44:56	CORRECT	KC1		KC1
4465	-S00138	1	2019-02-24T03:44:56	439.0	236	2019-02-24T03:44:56	CORRECT	KC2		KC2
4465	-S00138	1	2019-02-24T03:44:56	439.0	236	2019-02-24T03:44:56	INCORRECT	KC3		KC3
4473	-S00138	1	2019-02-24T03:49:50	439.0	5	2019-02-24T03:49:50	CORRECT	KC1		KC1
4473	-S00138	1	2019-02-24T03:49:50	439.0	5	2019-02-24T03:49:50	CORRECT	KC2		KC2
4473	-S00138	1	2019-02-24T03:49:50	439.0	5	2019-02-24T03:49:50	INCORRECT	KC3		KC3
4476	-S00141	1	2019-02-24T03:51:03	439.0	232	2019-02-24T03:51:03	CORRECT	KC1		KC1
4476	-S00141	1	2019-02-24T03:51:03	439.0	232	2019-02-24T03:51:03	CORRECT	KC2		KC2
4476	-S00141	1	2019-02-24T03:51:03	439.0	232	2019-02-24T03:51:03	INCORRECT	KC3		KC3
4484	-S00139	1	2019-02-24T03:54:22	439.0	232	2019-02-24T03:54:22	CORRECT	KC1		KC1
4484	-S00139	1	2019-02-24T03:54:22	439.0	232	2019-02-24T03:54:22	CORRECT	KC2		KC2
4484	-S00139	1	2019-02-24T03:54:22	439.0	232	2019-02-24T03:54:22	INCORRECT	KC3		KC3
4489	-S00133	1	2019-02-24T03:54:43	439.0	233	2019-02-24T03:54:43	CORRECT	KC1		KC1
4489	-S00133	1	2019-02-24T03:54:43	439.0	233	2019-02-24T03:54:43	CORRECT	KC2		KC2
4489	-S00133	1	2019-02-24T03:54:43	439.0	233	2019-02-24T03:54:43	INCORRECT	KC3		KC3
4501	-S00133	1	2019-02-24T03:56:19	439.0	1	2019-02-24T03:56:19	CORRECT	KC1		KC1
4501	-S00133	1	2019-02-24T03:56:19	439.0	1	2019-02-24T03:56:19	CORRECT	KC2		KC2
4501	-S00133	1	2019-02-24T03:56:19	439.0	1	2019-02-24T03:56:19	INCORRECT	KC3		KC3
4507	-S00138	1	2019-02-24T03:59:06	439.0	233	2019-02-24T03:59:06	CORRECT	KC1		KC1
4507	-S00138	1	2019-02-24T03:59:06	439.0	233	2019-02-24T03:59:06	CORRECT	KC2		KC2
4507	-S00138	1	2019-02-24T03:59:06	439.0	233	2019-02-24T03:59:06	INCORRECT	KC3		KC3
4514	-S00136	1	2019-02-24T04:00:04	439.0	234	2019-02-24T04:00:04	CORRECT	KC1		KC1
4514	-S00136	1	2019-02-24T04:00:04	439.0	234	2019-02-24T04:00:04	CORRECT	KC2		KC2
4514	-S00136	1	2019-02-24T04:00:04	439.0	234	2019-02-24T04:00:04	INCORRECT	KC3		KC3
4522	-S00136	1	2019-02-24T04:02:18	439.0	236	2019-02-24T04:02:18	CORRECT	KC1		KC1
4522	-S00136	1	2019-02-24T04:02:18	439.0	236	2019-02-24T04:02:18	CORRECT	KC2		KC2
4522	-S00136	1	2019-02-24T04:02:18	439.0	236	2019-02-24T04:02:18	INCORRECT	KC3		KC3
4529	-S00136	1	2019-02-24T04:05:35	439.0	5	2019-02-24T04:05:35	CORRECT	KC1		KC1
4529	-S00136	1	2019-02-24T04:05:35	439.0	5	2019-02-24T04:05:35	CORRECT	KC2		KC2
4529	-S00136	1	2019-02-24T04:05:35	439.0	5	2019-02-24T04:05:35	INCORRECT	KC3		KC3
4530	-S00141	1	2019-02-24T04:05:50	439.0	235	2019-02-24T04:05:50	CORRECT	KC1		KC1
4530	-S00141	1	2019-02-24T04:05:50	439.0	235	2019-02-24T04:05:50	CORRECT	KC2		KC2
4530	-S00141	1	2019-02-24T04:05:50	439.0	235	2019-02-24T04:05:50	INCORRECT	KC3		KC3
4532	-S00136	1	2019-02-24T04:07:00	439.0	233	2019-02-24T04:07:00	CORRECT	KC1		KC1
4532	-S00136	1	2019-02-24T04:07:00	439.0	233	2019-02-24T04:07:00	CORRECT	KC2		KC2
4532	-S00136	1	2019-02-24T04:07:00	439.0	233	2019-02-24T04:07:00	INCORRECT	KC3		KC3
4539	-S00141	1	2019-02-24T04:08:56	439.0	234	2019-02-24T04:08:56	CORRECT	KC1		KC1
4539	-S00141	1	2019-02-24T04:08:56	439.0	234	2019-02-24T04:08:56	CORRECT	KC2		KC2
4539	-S00141	1	2019-02-24T04:08:56	439.0	234	2019-02-24T04:08:56	INCORRECT	KC3		KC3
4542	-S00139	1	2019-02-24T04:09:32	439.0	235	2019-02-24T04:09:32	CORRECT	KC1		KC1
4542	-S00139	1	2019-02-24T04:09:32	439.0	235	2019-02-24T04:09:32	CORRECT	KC2		KC2
4542	-S00139	1	2019-02-24T04:09:32	439.0	235	2019-02-24T04:09:32	INCORRECT	KC3		KC3
4543	-S00136	1	2019-02-24T04:09:32	439.0	1	2019-02-24T04:09:32	CORRECT	KC1		KC1
4543	-S00136	1	2019-02-24T04:09:32	439.0	1	2019-02-24T04:09:32	CORRECT	KC2		KC2
4543	-S00136	1	2019-02-24T04:09:32	439.0	1	2019-02-24T04:09:32	INCORRECT	KC3		KC3
4545	-S00136	1	2019-02-24T04:12:03	439.0	3	2019-02-24T04:12:03	CORRECT	KC1		KC1
4545	-S00136	1	2019-02-24T04:12:03	439.0	3	2019-02-24T04:12:03	CORRECT	KC2		KC2
4545	-S00136	1	2019-02-24T04:12:03	439.0	3	2019-02-24T04:12:03	INCORRECT	KC3		KC3
4546	-S00141	1	2019-02-24T04:12:06	439.0	236	2019-02-24T04:12:06	CORRECT	KC1		KC1
4546	-S00141	1	2019-02-24T04:12:06	439.0	236	2019-02-24T04:12:06	CORRECT	KC2		KC2
4546	-S00141	1	2019-02-24T04:12:06	439.0	236	2019-02-24T04:12:06	INCORRECT	KC3		KC3
4552	-S00138	1	2019-02-24T04:15:05	439.0	1	2019-02-24T04:15:05	CORRECT	KC1		KC1
4552	-S00138	1	2019-02-24T04:15:05	439.0	1	2019-02-24T04:15:05	CORRECT	KC2		KC2
4552	-S00138	1	2019-02-24T04:15:05	439.0	1	2019-02-24T04:15:05	INCORRECT	KC3		KC3
4555	-S00136	1	2019-02-24T04:16:00	439.0	12	2019-02-24T04:16:00	CORRECT	KC1		KC1
4555	-S00136	1	2019-02-24T04:16:00	439.0	12	2019-02-24T04:16:00	CORRECT	KC2		KC2
4555	-S00136	1	2019-02-24T04:16:00	439.0	12	2019-02-24T04:16:00	INCORRECT	KC3		KC3
4558	-S00051	1	2019-02-24T04:16:49	439.0	233	2019-02-24T04:16:49	CORRECT	KC1		KC1
4558	-S00051	1	2019-02-24T04:16:49	439.0	233	2019-02-24T04:16:49	CORRECT	KC2		KC2
4558	-S00051	1	2019-02-24T04:16:49	439.0	233	2019-02-24T04:16:49	INCORRECT	KC3		KC3
4560	-S00138	1	2019-02-24T04:17:22	439.0	3	2019-02-24T04:17:22	CORRECT	KC1		KC1
4560	-S00138	1	2019-02-24T04:17:22	439.0	3	2019-02-24T04:17:22	CORRECT	KC2		KC2
4560	-S00138	1	2019-02-24T04:17:22	439.0	3	2019-02-24T04:17:22	INCORRECT	KC3		KC3
4565	-S00139	1	2019-02-24T04:19:02	439.0	234	2019-02-24T04:19:02	CORRECT	KC1		KC1
4565	-S00139	1	2019-02-24T04:19:02	439.0	234	2019-02-24T04:19:02	CORRECT	KC2		KC2
4565	-S00139	1	2019-02-24T04:19:02	439.0	234	2019-02-24T04:19:02	INCORRECT	KC3		KC3
4570	-S00141	1	2019-02-24T04:19:22	439.0	5	2019-02-24T04:19:22	CORRECT	KC1		KC1
4570	-S00141	1	2019-02-24T04:19:22	439.0	5	2019-02-24T04:19:22	CORRECT	KC2		KC2
4570	-S00141	1	2019-02-24T04:19:22	439.0	5	2019-02-24T04:19:22	INCORRECT	KC3		KC3
4572	-S00051	1	2019-02-24T04:19:37	439.0	1	2019-02-24T04:19:37	CORRECT	KC1		KC1
4572	-S00051	1	2019-02-24T04:19:37	439.0	1	2019-02-24T04:19:37	CORRECT	KC2		KC2
4572	-S00051	1	2019-02-24T04:19:37	439.0	1	2019-02-24T04:19:37	INCORRECT	KC3		KC3
4577	-S00133	1	2019-02-24T04:21:27	439.0	3	2019-02-24T04:21:27	CORRECT	KC1		KC1
4577	-S00133	1	2019-02-24T04:21:27	439.0	3	2019-02-24T04:21:27	CORRECT	KC2		KC2
4577	-S00133	1	2019-02-24T04:21:27	439.0	3	2019-02-24T04:21:27	INCORRECT	KC3		KC3
4580	-S00051	1	2019-02-24T04:22:04	439.0	3	2019-02-24T04:22:04	CORRECT	KC1		KC1
4580	-S00051	1	2019-02-24T04:22:04	439.0	3	2019-02-24T04:22:04	CORRECT	KC2		KC2
4580	-S00051	1	2019-02-24T04:22:04	439.0	3	2019-02-24T04:22:04	INCORRECT	KC3		KC3
4581	-S00141	1	2019-02-24T04:22:49	439.0	233	2019-02-24T04:22:49	CORRECT	KC1		KC1
4581	-S00141	1	2019-02-24T04:22:49	439.0	233	2019-02-24T04:22:49	CORRECT	KC2		KC2
4581	-S00141	1	2019-02-24T04:22:49	439.0	233	2019-02-24T04:22:49	INCORRECT	KC3		KC3
4586	-S00138	1	2019-02-24T04:24:57	439.0	12	2019-02-24T04:24:57	CORRECT	KC1		KC1
4586	-S00138	1	2019-02-24T04:24:57	439.0	12	2019-02-24T04:24:57	CORRECT	KC2		KC2
4586	-S00138	1	2019-02-24T04:24:57	439.0	12	2019-02-24T04:24:57	INCORRECT	KC3		KC3
4588	-S00051	1	2019-02-24T04:25:23	439.0	12	2019-02-24T04:25:23	CORRECT	KC1		KC1
4588	-S00051	1	2019-02-24T04:25:23	439.0	12	2019-02-24T04:25:23	CORRECT	KC2		KC2
4588	-S00051	1	2019-02-24T04:25:23	439.0	12	2019-02-24T04:25:23	INCORRECT	KC3		KC3
4595	-S00139	1	2019-02-24T04:26:34	439.0	236	2019-02-24T04:26:34	CORRECT	KC1		KC1
4595	-S00139	1	2019-02-24T04:26:34	439.0	236	2019-02-24T04:26:34	CORRECT	KC2		KC2
4595	-S00139	1	2019-02-24T04:26:34	439.0	236	2019-02-24T04:26:34	INCORRECT	KC3		KC3
4599	-S00142	1	2019-02-24T04:27:49	439.0	13	2019-02-24T04:27:49	CORRECT	KC1		KC1
4599	-S00142	1	2019-02-24T04:27:49	439.0	13	2019-02-24T04:27:49	CORRECT	KC2		KC2
4599	-S00142	1	2019-02-24T04:27:49	439.0	13	2019-02-24T04:27:49	INCORRECT	KC3		KC3
4601	-S00141	1	2019-02-24T04:28:02	439.0	1	2019-02-24T04:28:02	CORRECT	KC1		KC1
4601	-S00141	1	2019-02-24T04:28:02	439.0	1	2019-02-24T04:28:02	CORRECT	KC2		KC2
4601	-S00141	1	2019-02-24T04:28:02	439.0	1	2019-02-24T04:28:02	INCORRECT	KC3		KC3
4603	-S00133	1	2019-02-24T04:28:51	439.0	12	2019-02-24T04:28:51	CORRECT	KC1		KC1
4603	-S00133	1	2019-02-24T04:28:51	439.0	12	2019-02-24T04:28:51	CORRECT	KC2		KC2
4603	-S00133	1	2019-02-24T04:28:51	439.0	12	2019-02-24T04:28:51	INCORRECT	KC3		KC3
4615	-S00141	1	2019-02-24T04:32:25	439.0	3	2019-02-24T04:32:25	CORRECT	KC1		KC1
4615	-S00141	1	2019-02-24T04:32:25	439.0	3	2019-02-24T04:32:25	CORRECT	KC2		KC2
4615	-S00141	1	2019-02-24T04:32:25	439.0	3	2019-02-24T04:32:25	INCORRECT	KC3		KC3
4621	-S00140	1	2019-02-24T04:35:06	439.0	232	2019-02-24T04:35:06	CORRECT	KC1		KC1
4621	-S00140	1	2019-02-24T04:35:06	439.0	232	2019-02-24T04:35:06	CORRECT	KC2		KC2
4621	-S00140	1	2019-02-24T04:35:06	439.0	232	2019-02-24T04:35:06	INCORRECT	KC3		KC3
4622	-S00141	1	2019-02-24T04:35:57	439.0	12	2019-02-24T04:35:57	CORRECT	KC1		KC1
4622	-S00141	1	2019-02-24T04:35:57	439.0	12	2019-02-24T04:35:57	CORRECT	KC2		KC2
4622	-S00141	1	2019-02-24T04:35:57	439.0	12	2019-02-24T04:35:57	INCORRECT	KC3		KC3
4624	-S00140	1	2019-02-24T04:36:35	439.0	235	2019-02-24T04:36:35	CORRECT	KC1		KC1
4624	-S00140	1	2019-02-24T04:36:35	439.0	235	2019-02-24T04:36:35	CORRECT	KC2		KC2
4624	-S00140	1	2019-02-24T04:36:35	439.0	235	2019-02-24T04:36:35	INCORRECT	KC3		KC3
4625	-S00120	1	2019-02-24T04:38:52	439.0	235	2019-02-24T04:38:52	CORRECT	KC1		KC1
4625	-S00120	1	2019-02-24T04:38:52	439.0	235	2019-02-24T04:38:52	CORRECT	KC2		KC2
4625	-S00120	1	2019-02-24T04:38:52	439.0	235	2019-02-24T04:38:52	INCORRECT	KC3		KC3
4630	-S00142	1	2019-02-24T04:40:53	439.0	232	2019-02-24T04:40:53	CORRECT	KC1		KC1
4630	-S00142	1	2019-02-24T04:40:53	439.0	232	2019-02-24T04:40:53	CORRECT	KC2		KC2
4630	-S00142	1	2019-02-24T04:40:53	439.0	232	2019-02-24T04:40:53	INCORRECT	KC3		KC3
4634	-S00140	1	2019-02-24T04:42:21	439.0	234	2019-02-24T04:42:21	CORRECT	KC1		KC1
4634	-S00140	1	2019-02-24T04:42:21	439.0	234	2019-02-24T04:42:21	CORRECT	KC2		KC2
4634	-S00140	1	2019-02-24T04:42:21	439.0	234	2019-02-24T04:42:21	INCORRECT	KC3		KC3
4655	-S00119	1	2019-02-24T04:59:00	439.0	1	2019-02-24T04:59:00	CORRECT	KC1		KC1
4655	-S00119	1	2019-02-24T04:59:00	439.0	1	2019-02-24T04:59:00	CORRECT	KC2		KC2
4655	-S00119	1	2019-02-24T04:59:00	439.0	1	2019-02-24T04:59:00	INCORRECT	KC3		KC3
4656	-S00071	1	2019-02-24T05:00:38	439.0	234	2019-02-24T05:00:38	CORRECT	KC1		KC1
4656	-S00071	1	2019-02-24T05:00:38	439.0	234	2019-02-24T05:00:38	CORRECT	KC2		KC2
4656	-S00071	1	2019-02-24T05:00:38	439.0	234	2019-02-24T05:00:38	INCORRECT	KC3		KC3
4657	-S00142	1	2019-02-24T05:00:48	439.0	235	2019-02-24T05:00:48	CORRECT	KC1		KC1
4657	-S00142	1	2019-02-24T05:00:48	439.0	235	2019-02-24T05:00:48	CORRECT	KC2		KC2
4657	-S00142	1	2019-02-24T05:00:48	439.0	235	2019-02-24T05:00:48	INCORRECT	KC3		KC3
4663	-S00142	1	2019-02-24T05:04:26	439.0	234	2019-02-24T05:04:26	CORRECT	KC1		KC1
4663	-S00142	1	2019-02-24T05:04:26	439.0	234	2019-02-24T05:04:26	CORRECT	KC2		KC2
4663	-S00142	1	2019-02-24T05:04:26	439.0	234	2019-02-24T05:04:26	INCORRECT	KC3		KC3
4669	-S00142	1	2019-02-24T05:07:13	439.0	236	2019-02-24T05:07:13	CORRECT	KC1		KC1
4669	-S00142	1	2019-02-24T05:07:13	439.0	236	2019-02-24T05:07:13	CORRECT	KC2		KC2
4669	-S00142	1	2019-02-24T05:07:13	439.0	236	2019-02-24T05:07:13	INCORRECT	KC3		KC3
4671	-S00142	1	2019-02-24T05:09:54	439.0	5	2019-02-24T05:09:54	CORRECT	KC1		KC1
4671	-S00142	1	2019-02-24T05:09:54	439.0	5	2019-02-24T05:09:54	CORRECT	KC2		KC2
4671	-S00142	1	2019-02-24T05:09:54	439.0	5	2019-02-24T05:09:54	INCORRECT	KC3		KC3
4672	-S00140	1	2019-02-24T05:09:55	439.0	236	2019-02-24T05:09:55	CORRECT	KC1		KC1
4672	-S00140	1	2019-02-24T05:09:55	439.0	236	2019-02-24T05:09:55	CORRECT	KC2		KC2
4672	-S00140	1	2019-02-24T05:09:55	439.0	236	2019-02-24T05:09:55	INCORRECT	KC3		KC3
4676	-S00142	1	2019-02-24T05:11:59	439.0	233	2019-02-24T05:11:59	CORRECT	KC1		KC1
4676	-S00142	1	2019-02-24T05:11:59	439.0	233	2019-02-24T05:11:59	CORRECT	KC2		KC2
4676	-S00142	1	2019-02-24T05:11:59	439.0	233	2019-02-24T05:11:59	INCORRECT	KC3		KC3
4678	-S00142	1	2019-02-24T05:13:03	439.0	1	2019-02-24T05:13:03	CORRECT	KC1		KC1
4678	-S00142	1	2019-02-24T05:13:03	439.0	1	2019-02-24T05:13:03	CORRECT	KC2		KC2
4678	-S00142	1	2019-02-24T05:13:03	439.0	1	2019-02-24T05:13:03	INCORRECT	KC3		KC3
4679	-S00142	1	2019-02-24T05:13:33	439.0	3	2019-02-24T05:13:33	CORRECT	KC1		KC1
4679	-S00142	1	2019-02-24T05:13:33	439.0	3	2019-02-24T05:13:33	CORRECT	KC2		KC2
4679	-S00142	1	2019-02-24T05:13:33	439.0	3	2019-02-24T05:13:33	INCORRECT	KC3		KC3
4680	-S00140	1	2019-02-24T05:14:09	439.0	5	2019-02-24T05:14:09	CORRECT	KC1		KC1
4680	-S00140	1	2019-02-24T05:14:09	439.0	5	2019-02-24T05:14:09	CORRECT	KC2		KC2
4680	-S00140	1	2019-02-24T05:14:09	439.0	5	2019-02-24T05:14:09	INCORRECT	KC3		KC3
4681	-S00142	1	2019-02-24T05:14:37	439.0	12	2019-02-24T05:14:37	CORRECT	KC1		KC1
4681	-S00142	1	2019-02-24T05:14:37	439.0	12	2019-02-24T05:14:37	CORRECT	KC2		KC2
4681	-S00142	1	2019-02-24T05:14:37	439.0	12	2019-02-24T05:14:37	INCORRECT	KC3		KC3
4684	-S00140	1	2019-02-24T05:16:36	439.0	233	2019-02-24T05:16:36	CORRECT	KC1		KC1
4684	-S00140	1	2019-02-24T05:16:36	439.0	233	2019-02-24T05:16:36	CORRECT	KC2		KC2
4684	-S00140	1	2019-02-24T05:16:36	439.0	233	2019-02-24T05:16:36	INCORRECT	KC3		KC3
4685	-S00140	1	2019-02-24T05:18:19	439.0	1	2019-02-24T05:18:19	CORRECT	KC1		KC1
4685	-S00140	1	2019-02-24T05:18:19	439.0	1	2019-02-24T05:18:19	CORRECT	KC2		KC2
4685	-S00140	1	2019-02-24T05:18:19	439.0	1	2019-02-24T05:18:19	INCORRECT	KC3		KC3
4688	-S00143	1	2019-02-24T05:20:18	439.0	13	2019-02-24T05:20:18	CORRECT	KC1		KC1
4688	-S00143	1	2019-02-24T05:20:18	439.0	13	2019-02-24T05:20:18	CORRECT	KC2		KC2
4688	-S00143	1	2019-02-24T05:20:18	439.0	13	2019-02-24T05:20:18	INCORRECT	KC3		KC3
4690	-S00140	1	2019-02-24T05:21:55	439.0	3	2019-02-24T05:21:55	CORRECT	KC1		KC1
4690	-S00140	1	2019-02-24T05:21:55	439.0	3	2019-02-24T05:21:55	CORRECT	KC2		KC2
4690	-S00140	1	2019-02-24T05:21:55	439.0	3	2019-02-24T05:21:55	INCORRECT	KC3		KC3
4691	-S00144	1	2019-02-24T05:21:57	439.0	13	2019-02-24T05:21:57	CORRECT	KC1		KC1
4691	-S00144	1	2019-02-24T05:21:57	439.0	13	2019-02-24T05:21:57	CORRECT	KC2		KC2
